Column1,domain,base_url,text,language,title,Bias,Factual Rating,Credibility Rating,Conspiracy/Pseudoscience,Questionable/Fake
1336,catholicnewsagency.com,https://www.catholicnewsagency.com/news/250536/appeals-court-navy-service-members-requesting-religious-exemption-to-covid-vaccine-should-not-be-punished,"Denver Newsroom, Mar 1, 2022 / 14:48 pm
A federal appeals court on Monday ruled to keep a lower court order in place, temporarily preventing the Navy and the Department of Defense from taking adverse action against a group of three dozen service members who object to the COVID-19 vaccine on religious grounds.
In the Feb. 28 decision, the 5th U.S. Circuit Court of Appeals upheld a preliminary injunction issued by the United States District Court for the Northern District of Texas in January, which prevents the Department of Defense from taking “any adverse action” against the plaintiffs in the case because of requests for religious accommodation.
In August 2021, the Pentagon announced that all service members would have to be vaccinated against COVID-19, and over 99% now are. The Department of Defence had maintained that “[f]orcing the Navy to deploy plaintiffs while they are unvaccinated threatens the success of critical missions and needlessly endangers the health and safety of other service members.”
The 3-judge appeals court wrote, however, that the Navy has “not demonstrated ‘paramount interests’ that justify vaccinating these 35 Plaintiffs against COVID-19 in violation of their religious beliefs,” noting that the Navy has granted temporary medical exemptions to “hundreds” of service members.",en,Appeals court: Navy service members requesting religious exemption to COVID vaccine should not be punished,RIGHT,,,,
1441,marinecorpstimes.com,https://www.marinecorpstimes.com/news/your-marine-corps/2022/01/13/2-marines-receive-religious-exemption-to-covid-19-vaccine/,"The Marine Corps has granted two religious exemptions to the COVID-19 vaccine, becoming the first branch to do so.
As of Wednesday, two out of 3,212 religious exemption requests have been granted for the vaccine, that all active duty Marines were required to receive by Nov. 28.
The religious exemptions are not only the first given by the military for the COVID-19 vaccine, but the first religious exemption to a vaccine the Marine Corps has given in at least 10 years.
The Marine Corps has received 3,350 requests for the COVID-19 vaccine and has processed a total of 3,212.
RELATED
“Due to privacy considerations, we are unable to discuss the specifics of any individual requests,” Capt. Andrew Wood said in a Thursday email.
Religious exemptions go through a long chain of review before a final decision is made on them, Wood said.
The initial request is reviewed by the first lieutenant colonel commander, colonel commander and commanding general in the requesting Marine’s chain of command before being sent off to deputy commandant for manpower and reserve affairs, Wood said.
Within Manpower and Reserve Affairs, a three-person panel reviews each request before making a recommendation to the deputy commandant.
If the request is denied, the Marine who initially filed the request has the right to appeal to the assistant commandant of the Marine Corps, who then personally reviews each appeal before making a final decision.
“At every step, each accommodation request is given full consideration with respect to the facts and circumstances submitted in the request. In each case, every reviewer weighs the compelling government interest against the individual’s request and the circumstances of their situation,” Wood said in a statement.
Wood went on to add: “The Marine Corps has a compelling government interest in mission accomplishment at the individual, unit, and organizational levels. The necessary elements of mission accomplishment include: (1) military readiness; (2) unit cohesion; (3) good order and discipline; and (4) health and safety. Adjudication Authorities pay particular attention to how religious accommodation request determinations will impact the Marine’s and unit’s ability to accomplish the mission, and consider the least restrictive means of furthering that compelling government interest.”
The Marine Corps has been the least vaccinated force in the Department of Defense since vaccine mandates were first sent out.
Marine Corps Commandant Gen. David Berger blamed the hesitancy on online misinformation when talking in early November.
“You have to ask each individual Marines their reason why,” Berger said on Nov. 4, at the Aspen Security Forum.
“But I think we’re challenged by disinformation … that still swirls around about where the genesis, how did this vaccine get approved, is it safe is it ethical ― all that swirls around on the internet and they see all that they read all that,” the commandant added.
As of Wednesday, 97% of the active duty Marine Corps is partially or fully vaccinated while 87% of the Marine Reserves is fully or partially vaccinated.
All Marines who fail to receive a religious, administrative or medical exemption to the vaccine will be separated from the Marine Corps, though language in the 2022 National Defense Authorization Act ensures those Marines will receive either an honorable or general under honorable conditions discharge.
Most medical or administrative exemptions are temporary, Wood said in an email. So far 943 Marines have approved administrative or medical exemptions.",en,2 Marines receive religious exemption to COVID-19 vaccine,CENTER,,,,
1512,military.com,https://www.military.com/daily-news/2022/09/19/pentagon-likely-rushed-denials-of-covid-19-vaccine-religious-exemption-requests-watchdog-finds.html,"The military may have moved too fast denying religious exemptions for COVID-19 vaccination. The Pentagon's inspector general warned that mass denials of religious exemption requests were ""concerning,"" according to an internal memo obtained by Military.com.
""We found a trend of generalized assessments rather than the individualized assessment that is required by Federal law and DoD and Military Service policies,"" Sean O'Donnell, the Pentagon's inspector general, said in the June 2 memo to Defense Secretary Lloyd Austin. ""Some of the appellate decisions included documentation that demonstrated a greater consideration of facts and circumstances involved in a request.""
The watchdog said that military officials likely spent only minutes reviewing exemption requests, providing potential grounds for legal challenges to the denial decisions.
Read Next: Air Force Pay Cuts Canceled
""The volume and rate at which decisions were made to deny requests is concerning,"" the memo said. ""Assuming a 10-hour work day with no breaks or attention to other matters, the average review period was about 12 minutes for each package. Such a review period seems insufficient to process each request in an individualized manner and still perform the duties required of their position.""
Most of the services are still fighting legal battles over enforcing the vaccine mandate for troops, issued by Austin in August 2021. The Navy and Marine Corps are effectively in a holding pattern on removing service members who refused to be vaccinated against COVID-19. The Army National Guard has roughly 40,000 unvaccinated soldiers the service component hasn't figured out what to do with. And some 1,200 Coast Guardsmen are attempting to qualify for a class-action lawsuit in reaction to their religious exemptions being denied. The review process is a major factor in many of these cases.
The Army, by far the largest service, had rejected 1,602 religious exemption requests out of 8,514 across the active-duty and reserve components as of Aug. 12. Only 24 have been approved with the rest still pending. Overall, the inspector general found roughly 50 denials per day in a 90-day period across the services.
In the military, service members are required to be vaccinated against at least a dozen ailments, ranging from the flu to smallpox. The only way to be excused is through a religious waiver or an even more rare medical exemption -- reserved for extreme and rare cases such as if a service member is known to be at risk of myocarditis, a rare heart inflammation side effect of COVID vaccination.
The COVID-19 vaccines were politicized almost immediately by conservative pundits and some Republican lawmakers after being made available. Critics argued, without evidence, that the vaccines did not work or were broadly dangerous themselves, points that have been refuted by ostensibly every medical study.
Most religious objections are due to the use of fetal tissue in COVID-19 vaccine research. While researchers did use cell lines derived from elective abortion tissue originally created decades ago, that tissue was used to produce proteins for testing and wasn't put directly into the vaccine.
In addition, a vaccine that did not use fetal tissue in any part of its development, Novavax, was approved by the FDA, and subsequently the Pentagon, in August. Spokespeople for both the Navy and Marine Corps have confirmed to Military.com that the vaccine is available to their servicemembers.
Exemption requests among military members have been a point of controversy and debate since the introduction of the vaccine mandate, and at times have pitted religious leaders against those in their flock.
Andrew Torba, the head of Gab.com -- a far-right social media network that gained notoriety for being actively used by the man who was charged with killing 11 people at Pittsburgh's Tree of Life synagogue in 2018 -- wrote in a 2021 newsletter that he ""stumbled upon a set of religious exemption documents that the creator calls an 'air tight religious exemption request' for the COVID vaccine if it is mandatory for you at work, school, or in the military.""
The military template Torba offered was a 21-page document that argued the Eastern Orthodox church was against the vaccine. However, leaders of the Greek Orthodox Church in America said the opposite -- there was no exemption needed from them on the vaccine.
Pope Francis has similarly encouraged vaccination and so have leaders in Islam. One research paper even concluded that getting vaccinated was ""actually a form of compliance with Sharia law.""
Other service members have told Military.com that they sourced their exemption paperwork from secretive and hidden Facebook groups, sometimes citing arguments from people like Lt. Col.Theresa Long. Long, an Alabama-based Army surgeon, gained a following in vaccine refuser circles despite the fact that many of her claims made in court were filled with errors and inaccuracies.
Meanwhile, the legal challenges that vaccine refusers have filed in federal courts have made an impact. In late March, the Navy was forced to suspend discharging sailors with pending exemption requests after a Texas judge ruled that a case involving vaccine-refusing Navy SEALs would apply to the entire service -- just days after his earlier order to halt any Navy action against the SEALs was narrowed by the Supreme Court.
Last week, in response to an injunction issued by Judge Steven Merryday in federal court in Florida, the Marine Corps released a message saying it too was halting separations. The decision will impact about 1,150 Marines, according to a statement from the service.
Merryday was the same judge who in March forbade the Navy from reassigning a commander of a destroyer despite testimony that the man had flouted the service's rules for COVID-19 mitigation while seeking a religious exemption from the vaccine. Merryday called the officer ""triumphantly fit and slim and strong, who is robustly healthy, who is young."" He was later overruled by the Supreme Court.
Mark Zaid, a Washington, D.C.-based attorney who fought and prevailed over the military's last major vaccine mandate for anthrax, had previously told Military.com that it's no accident that many of the same judges have been appearing in vaccine cases.
""It's clearly forum shopping. ... I don't think it's surprising that stays were obtained in very conservative districts on religious issues,"" he said.
Service members were among the first populations of Americans eligible for vaccines, almost immediately as they hit the market. However, the Defense Department never issued a requirement for boosters. According to the Centers for Disease Control and Prevention, the vaccine's effectiveness wanes over time, making it unclear whether troops inoculated right away are technically still vaccinated if they never got booster shots.
The news also comes as President Joe Biden declared the COVID-19 pandemic to be over, echoing the sentiment across the military as commanders have eliminated virtually all protective measures and units have returned to business as usual. The worst impacts of the coronavirus variants typically impact the elderly or people with other health ailments including obesity and diabetes -- not the usually younger and relatively physically fit population of the military. A total of 95 service members have died from COVID-19 since the pandemic began.
""We still have a problem with COVID,"" the president said Sunday on ""60 Minutes."" ""We're still doing a lot of work on it. … If you notice, no one's wearing masks. … Everybody seems to be in pretty good shape.""
Correction: This story has been corrected to say that the Army rejected 1,602 religious exemption requests for the COVID-19 vaccine as of August. A prior version had said that the Army had approved 1,602 requests.
-- Steve Beynon can be reached at Steve.Beynon@military.com. Follow him on Twitter @StevenBeynon.
-- Konstantin Toropin can be reached at konstantin.toropin@military.com. Follow him on Twitter @ktoropin.
Related: What Does the Guard Do with 40,000 Unvaccinated Soldiers? No One Knows",en,"Pentagon Likely Rushed Denials of COVID-19 Vaccine Religious Exemption Requests, Watchdog Finds",CENTER,HIGH,HIGH CREDIBILITY,,
1520,foxnews.com,https://www.foxnews.com/media/marine-religious-exemption-vaccine-mandate,"The U.S. military is on the verge of dismissing hundreds of trained fighter pilots for refusing to take the coronavirus vaccine, an active-duty Marine told Tucker Carlson on Monday.
Lt. Col. Scott Duncan is just one of the many aviators who was denied a religious exemption after the Department of Defense’s mandate on all active-duty service members went into effect on Nov. 28. If Duncan's appeal is denied, he will be discharged from the military for choosing to forego the vaccine. Duncan has flown over 300 combat missions, including 200 carrier landings for the Marine Corps.
MARINES SAY THEY'RE BEING ‘CRUSHED’ FOR VACCINE REFUSAL: ‘A POLITICAL PURGE’
""I am not unique in my situation,"" Duncan told Tucker Carlson on Monday. ""There are many incredibly qualified individuals with a tremendous amount of experience, and we believe that that can be a detriment to national defense in the event we separate that many aviators.""
More than 200 Marines have been booted and thousands more face the same fate for refusing to submit to the vaccine.
Duncan said he and many of his fellow Marines ""do disagree with the pedigree and the technology maturation over time.
But, he added, ""that’s [just] one issue. The other is just a conviction by the Holy Spirit and I believe we are led in that fashion. We do not have any peace about the vaccine itself,"" he said. ""We also believe we have an inherent right to our own body. We believe that is our right, it is conferred with us from the maker and creator and that is the foundation of the Constitution which we defend. So those are all the bases primarily of the religious accommodation that has been both requested, denied, and then subsequently appealed.""
Other Marines who spoke with Fox News said they were on the receiving end of a ""blanket"" denial of religious exemptions, with their applications being rejected without consideration. Eight separate letters of denial provided to Fox News were nearly identical, citing ""military readiness"" as the primary reason for rejection. The U.S. military has issued just two religious exemptions to date.
CLICK HERE TO GET THE FOX NEWS APP
Duncan said he hopes the DoD leadership will weigh the ""cost-benefit analysis"" of what's at stake.
""We absolutely believe everything we’ve done up to date in honorable service, as well as what we’re doing now, is consistent with those views,"" he said. ""That view is just not shared by some leadership within the Department of Defense and so we believe this is a very reasonable and above reproach way to express our concerns.""",en,Marine denied of religious exemption says DoD enforcing vax mandate 'to the detriment of national defense',RIGHT,MIXED,MEDIUM CREDIBILITY,,
1576,churchleaders.com,https://churchleaders.com/news/418082-air-force-officers-sue-over-religious-exemption-denials.html,"Toledo, Ohio (AP) — A dozen U.S. Air Force officers have filed a lawsuit against the federal government after the military denied their religious exemptions to the mandatory COVID-19 vaccine.
The officers, mostly from Wright-Patterson Air Force Base near Dayton, Ohio, along with a handful of airmen and reservists, accused the Air Force of using a double standard when approving the requests.
The Air Force, according to the lawsuit filed last week, had allowed more than 3,000 medical and administrative exemptions but only nine religious exemptions.
“The granting of more than one thousand medical and administrative exemptions belies any assertion that vaccination is mission-critical and that no exemptions can be granted,” the lawsuit said.
A message seeking comment on the lawsuit was left with an Air Force spokesperson Wednesday.
RELATED: Survey: Americans Concerned Too Many Are Seeking Religious Exemptions to Vaccines
Defense Secretary Lloyd Austin and military leaders have said the vaccine is critical to maintaining military readiness and the health of the force. But members of Congress, the military and the public have questioned if the exemption reviews have been fair.
Combined, the services have received more than 14,000 requests for religious accommodations. The Marine Corps had allowed three as of last week while the Army and Navy had not approved any.
At least 97% of the troops in each service have gotten at least one shot, while those who refuse can face discipline up to being discharged from the service.
Those who filed the lawsuit in Ohio said they had followed their chain of command and each had talked with an Air Force chaplain to determine the sincerity of their beliefs.
Many also said they already had been infected with COVID-19 and that antibody tests show they now have natural immunity, according to the lawsuit.
This article originally appeared here.",en,Air Force Officers Sue Over Religious Exemption Denials,RIGHT,,,,
1773,washingtonexaminer.com,https://www.washingtonexaminer.com/news/federal-judge-blocks-dod-navy-seal-vaccine-mandate,"A federal judge barred the Department of Defense from punishing a group of Navy SEALs for refusing to get vaccinated on religious grounds.
District Judge Reed O'Connor granted a preliminary injunction on Monday in response to a lawsuit filed for 35 unnamed Navy SEALs who had sued the Biden administration in November, alleging they had received several disciplinary measures for seeking a religious exemption.
""The Navy service members, in this case, seek to vindicate the very freedoms they have sacrificed so much to protect,"" O'Connor wrote in a filing on Monday. ""The COVID-19 pandemic provides the government no license to abrogate those freedoms. There is no COVID-19 exception to the First Amendment. There is no military exclusion from our Constitution.""
At the heart of the lawsuit is Secretary Lloyd Austin's vaccination mandate for the coronavirus, and whether he has the authority to issue the order. He gave each branch the power to come up with their own policy surrounding the vaccine.
The SEALs allege that they faced a range of disciplinary measures, including being administratively separated from vaccinated colleagues or dismissed, the initial lawsuit claims.
ERRANT DRONE STRIKES RAISE QUESTIONS ABOUT SAFEGUARDS TO PREVENT CIVILIAN CASUALTIES
The SEALs expressed opposition to the vaccines based on the sincerely held belief that aborted fetal cells were used to develop the vaccine, the belief that ""modifying one's body is an affront to the Creator,"" and ""direct, divine instruction not to receive the vaccine,"" the ruling states.
Fetal cell lines are used in the development of vaccines, but the cells typically used are from an aborted fetus three decades ago, experts report. They're also the same cell lines used in the development of many common drugs, including aspirin and ibuprofen.
Of the 35 named in the suit, 19 had filed requests for a religious exemption, only to have it denied by the Navy, the federal judge wrote.
""The Navy has not granted a religious exemption to any vaccine in recent memory,"" O'Connor wrote. ""It merely rubber stamps each denial.""
As of Dec. 17, the military has not approved a single religious exemption to the COVID-19 vaccine, even as more than 12,000 service members sought one. Each service branch is overwhelmingly vaccinated and those who have refused remain a tiny percentage, though the number is in the thousands given the sheer size of the military. The branches have already begun discharging those who have failed to comply with the order and have either not applied for or been denied an exemption.
O'Connor also argued that the threat of spreading COVID-19 among the Navy's sailors is not sufficient to justify denying the sailors their First Amendment rights.
""The Plaintiffs' loss of religious liberties outweighs any forthcoming harm to the Navy. Even the direst circumstances cannot justify the loss of constitutional rights. Fortunately, the future does not look so dire. Nearly 100% of the Navy has been vaccinated,"" O'Connor wrote.
Dozens of Republican lawmakers filed an amicus brief in support of the SEALs last month while the America First Policy Institute, a policy group backed by former President Donald Trump, did in November.
First Liberty Institute, the religious freedom legal organization representing the 35 SEALs in the Northern District of Texas, declared the ruling a victory.
CLICK HERE TO READ MORE FROM THE WASHINGTON EXAMINER
""Forcing a service member to choose between their faith and serving their country is abhorrent to the Constitution and America's values,"" First Liberty general counsel Mike Berry said in a written statement. ""Punishing SEALs for simply asking for a religious accommodation is purely vindictive and punitive. We’re pleased that the court has acted to protect our brave warriors before more damage is done to our national security.”
A representative from the Defense Press Office said that the Pentagon is ""studying the decision,"" while the Navy declined to comment about the ""ongoing litigation matters.""",en,Federal judge blocks DOD from punishing Navy SEALs for seeking religious exemptions to vaccine mandate,RIGHT,MIXED,MEDIUM CREDIBILITY,,
1819,link.theepochtimes.com,https://link.theepochtimes.com/mkt_app/us-air-force-grants-9-religious-exemptions-to-covid-19-vaccine-mandate-while-over-3000-requests-rejected_4266034.html,"A U.S. Air Force staff sergeant handles a Pfizer COVID-19 vaccine at a clinic in Massachusetts on Feb. 16, 2021. (Joseph Prezioso/AFP via Getty Images)
US Air Force Grants 9 Religious Exemptions to COVID-19 Vaccine Mandate While Over 3,000 Requests Rejected
The Air Force on Tuesday said it has approved nine religious exemptions from taking the COVID-19 vaccine, while more than 3,000 requests have been rejected so far.
According to data from the Air Force, eight of the exemptions to the military’s COVID-19 vaccine mandate were granted after being submitted, and a further religious exemption was approved after an appeal.
A total of 3,222 religious accommodation requests have been rejected, and the Air Force is processing 2,556 pending requests for exemptions and 732 pending appeals.
The Air Force is the second U.S. military branch to approve religious exemptions to the mandatory COVID-19 vaccine, although the nine approved so far represent just a tiny fraction of the more than 6,400 requested by Air Force troops.
“The Department of the Air Force determined the service members’ accommodations could be supported with no impact to mission readiness,” a statement Tuesday said.
The Marine Corps is the only other military service to grant any religious accommodations, allowing three so far. On Jan. 13, it granted religious exemptions to the military’s COVID-19 vaccine mandate, nearly two months after the vaccination deadline for active-duty Marines.
The Army and Navy have not approved any religious exemptions. As of Jan. 26, the Army had rejected 266 requests for permanent religious exemptions.
The Navy in its latest release on Feb. 2 noted that there have been 118 “separations” so far for refusing the COVID-19 vaccine. Court documents dated Feb. 3 note out of 4,095 total initial requests, the Navy has denied 3,278, and 285 are under review.
As of Feb. 3, a total of 3,458 requests for religious accommodation out of 3,539 initial requests have been rejected by the U.S. Marine Corps, while 81 requests are pending review, court papers show.
The U.S. Coast Guard has denied 578 of 1,308 initial requests for religious exemption from the vaccine mandate, and 715 requests are under review.
The Air Force’s latest data states that as of Feb. 7, the Air Force has “administratively separated” 142 active-duty airmen.
A total of 97.8 percent of active-duty airmen are fully vaccinated against COVID-19, the disease caused by the CCP (Chinese Communist Party) virus, with 96 percent of the Air Force vaccinated overall, the latest statistics show.
A U.S. Air Force member receives a COVID-19 vaccine at Osan Air Base, Republic of Korea, on Dec. 29, 2020. (U.S. Air Force photo by Staff Sgt. Betty R. Chevalier via Getty Images)
The military services have come under criticism for their failure to grant religious exemptions, with members of Congress, the military, and the public questioning if the review processes have been fair. Altogether, the services have received more than 14,000 requests for religious exemptions.
Defense Secretary Lloyd Austin and military leaders have argued that the vaccine is critical to maintaining military readiness and the health of the force. And all of the services have now either discharged personnel for refusing the vaccine or put a system in place to do so.
Austin announced the mandate in August 2021, but every branch had resisted granting religious accommodations, sparking lawsuits and allegations that the military was violating federal law by discriminating against religious troop members.
The Marine Corps has discharged 469, the Air Force has discharged 179 and the Navy has discharged 118, according to data released in the last week. The number includes active-duty personnel and entry-level recruits who were still in boot camp. The Army has issued more than 3,000 formal letters of reprimand, and fired six soldiers, but has not discharged anyone yet.
Zachary Stieber and The Associated Press contributed to this report.",en,"US Air Force Grants 9 Religious Exemptions to COVID-19 Vaccine Mandate While Over 3,000 Requests Rejected",FAR RIGHT,,,,
1850,ntd.com,https://www.ntd.com/judge-blocks-military-from-punishing-two-troops-seeking-religious-exemptions-to-vaccine-mandate_735653.html,"Secretary of Defense Lloyd Austin and all other military officials are barred from taking punitive action against two service members seeking religious exemptions to the military’s COVID-19 vaccine mandate, a federal judge ruled Feb. 2.
The Marine Corps. lieutenant colonel and Navy Command officer appear to have been “wrongfully denied a religious exemption from COVID-19 vaccination,” U.S. District Judge Steven Merryday, a George H. W. Bush nominee, wrote in a 10-page ruling.
The lieutenant colonel was told she would be disciplined starting Feb. 2 if she did not get one dose of a COVID-19 vaccine, according to court documents.
The Navy officer, meanwhile, was told he would be removed from command of his ship on Feb. 3 if he did not start a COVID-19 vaccination series.
Both saw their religious exemption applications denied and appeals to the denials rejected.
Top military officials determined that the commander’s religious beliefs are sincere and would be “substantially burdened” by being forced to get vaccinated, but also claimed that granting the exemption request “would have a predictable and detrimental effect on the readiness of you and the Sailors who serve alongside you.”
In the Marines case, the lieutenant colonel’s religious opposition to any vaccine developed with fetal cell lines—all three COVID-19 shots cleared by U.S. regulators utilized aborted cells—stemmed from becoming pregnant from a rape, she said in a sworn declaration.
The rejection letter was identical to the letters received by 16 other sailors whose applications were denied despite each sailor getting their request endorsed by the woman, who is the unit’s commanding officer, and each sailor submitting “distinct, personal accounts of our religious practices and the method by which receipt of the COVID-19 vaccine would violate those tenets,” she added.
The denial letter, presented to the court, showed that a Marine official questioned whether getting a COVID-19 vaccine would substantially burden a religious belief because the same objections the lieutenant colonel lodged “could be made for every FDA approved vaccine [she has] received” in the military.
Even if the case could be made of a substantial burden, the official said that “the government’s compelling interests in military readiness and in the health and safety of the force” justified denying the request.
Both the Navy and Marine rejections failed to note that the branches have separately granted hundreds of medical exemptions to the COVID-19 vaccine mandate, Merryday, the judge, wrote.
The record in the case “creates a strong inference that the services are discriminatorily and systematically denying religious exemptions without a meaningful and fair hearing and without the showing required under RFRA (while simultaneously granting medical exemptions and permitting unvaccinated persons to continue in service without adverse consequence),” he said.
RFRA refers to the Religious Freedom Restoration Act—a law plaintiffs and defendants interpret differently.
The military has not established, and likely cannot establish, “that permitting the relatively small number of RFRA objectors, even if every request for exemption (much less the two at issue in this motion) were sincere and successful, to serve without adverse consequences to their standing and the terms and conditions of their service will adversely affect the public’s interest in the maintenance and readiness of the nation’s military forces,” Merryday added later. “In fact, the public undoubtedly has some considerable interest in maintaining the services of skilled, experienced, highly trained, patriotic, courageous, and esteemed service members, such as the two moving service members, in whom the public has an immense financial investment and who are not, to say the least, readily replaceable.”
The judge blocked punishment of the two members for now and ordered a hearing on Feb. 10 in federal court in Tampa, Florida.
Government lawyers had urged the court to not grant the request for a temporary restraining order, claiming it did not have jurisdiction to decide whether military commanders should remain in their positions.
“Plaintiffs invite this Court to begin judicial oversight of individual assignment, reassignment, and command decisions, asking this Court to enjoin the Navy from removing the commander of a warship and to stop withdrawal of another’s command selection. Such unprecedented judicial action would damage the military’s interests in readiness, health of service members, and good order and discipline, and the public interest in the national security of the United States,” they wrote in a filing that failed to sway the judge.
From The Epoch Times",en,Judge Blocks Military From Punishing Two Troops Seeking Religious Exemptions to Vaccine Mandate,RIGHT,,,,
1924,heritage.org,https://www.heritage.org/courts/commentary/court-delivers-win-military-members-denied-religious-exemptions-pentagon-vaccine,"In one of many ongoing federal lawsuits challenging COVID-19 vaccine mandates across the country, Judge Reed O’Connor of the U.S. District Court for the Northern District of Texas issued a group of Navy SEALs and Naval Special Warfare personnel a resounding victory Jan. 3 in U.S. Navy SEALs 1-26 v. Biden.
In his order, O’Connor granted an injunction against the Biden administration and the Department of Defense, preventing them from enforcing the vaccine mandate against any of the named service members who had applied for a religious exemption.
O’Connor ruled that the blanket denial of their religious waiver requests amounted to a violation of the service members’ rights under the First Amendment and the Religious Freedom Restoration Act.
Under that law, the government may substantially burden a person’s exercise of religion only if it demonstrates that burden is (1) in furtherance of a compelling governmental interest; and (2) is the least restrictive means of furthering that interest.
For O’Connor, the violation of the law was clear:
Defendants have substantially burdened Plaintiffs’ religious beliefs. The government burdens religion when it ‘put[s] substantial pressure on an adherent to modify his behavior and to violate his beliefs.’ That is especially true when the government imposes a choice between one’s job and one’s religious belief. Here, Plaintiffs must decide whether to lose their livelihoods or violate sincerely held religious beliefs. Because they will not compromise these religious beliefs, Plaintiffs have been threatened with separation from the military and other disciplinary action.
Like the other service branches, the Navy required all active-duty service members to be fully vaccinated before Nov. 28 or risk a “full range” of disciplinary action.
While it allowed service members to apply for religious exemptions to the mandate, it has not granted a single one. In fact, as of Dec. 17, the religious accommodation requests of at least 29 of the 35 naval plaintiffs had been flatly denied.
The Navy has, however, granted medical exemption requests submitted by other personnel.
This disparity of treatment between medical and religious exemptions was constitutionally prohibited, O’Connor said:
As a brief preview, the vaccine mandate fails strict scrutiny. The mandate treats comparable secular activity (e.g., medical exemptions) more favorably than religious activity.
The service members who filed the lawsuit represent more than 350 collective years of military service, and more than 100 combat deployments. When they inquired about seeking religious accommodation for the vaccine, the Navy informed many of them that they could face court-martial or involuntary separation if they refused to take the vaccine.
According to the First Liberty Institute, the public interest law firm representing the service members, each of the denials appeared to be identical, suggesting the Navy had not taken any of the religious exemption requests seriously.
O’Connor made note of this in his order, calling the process for seeking a religious exemption nothing more than “theater,” stating that the Navy “merely rubber-stamps each denial,” and stressing that “the record overwhelmingly demonstrates that the Navy’s religious-accommodation process is an exercise in futility.”
“The Navy service members in this case seek to vindicate the very freedoms they have sacrificed so much to protect,” O’Connor wrote, adding:
The COVID-19 pandemic provides the government no license to abrogate those freedoms. There is no COVID-19 exception to the First Amendment. There is no military exclusion from our Constitution.
Mike Berry, general counsel for First Liberty Institute, said:
Forcing a service member to choose between their faith and serving their country is abhorrent to the Constitution and America’s values … . Punishing SEALs for simply asking for a religious accommodation is purely vindictive and punitive. We’re pleased that the court has acted to protect our brave warriors before more damage is done to our national security.
The next stop in the litigation is likely to be an appeal by the Department of Defense and the Biden administration to the U.S. Court of Appeals for the 5th Circuit.
Other federal court challenges to various COVID-19 vaccine mandates are ongoing.
On Jan. 7, the Supreme Court is set to hear oral arguments in a set of high-profile, consolidated cases on the Biden administration’s vaccine mandates for private-sector entities with 100 or more employees, and for health care facilities that receive Medicaid and Medicare funding.
The Heritage Foundation, a petitioner in the case challenging the private-sector vaccine mandate, has asked the court to invalidate the government’s order. (The Daily Signal is the news outlet of The Heritage Foundation.)
While the Jan. 3 victory applies only to the named naval personnel in the lawsuit and not to the entire vaccine mandate issued by the Department of Defense, for religious freedom advocates and faithful Americans, the victory is a breath of fresh air and a much-needed reminder that individuals who have selflessly committed themselves to the defense of the Constitution and its enshrined liberties are sometimes the very people whose rights need defending the most.
This piece originally appeared in The Daily Signal",en,Court Delivers Win to Military Members Denied Religious Exemptions From Pentagon Vaccine Mandate,RIGHT,MIXED,MEDIUM CREDIBILITY,,
1975,cnn.com,https://www.cnn.com/2022/02/17/politics/us-military-religious-exemptions-covid-vaccine/index.html,"CNN —
The US military has approved religious exemptions to its Covid-19 vaccine mandate for 15 service members out of approximately 16,000 requests, according to the latest data from the services.
The Marine Corps has approved religious exemptions for six Marines and the Air Force has approved nine requests for exemptions. The Navy has given conditional approval for a member of the Individual Ready Reserve, but that member would have to be fully vaccinated before returning to service.
The military’s vaccine mandate, instituted shortly after the US Food and Drug Administration granted full approval of the Pfizer/BioNTech Covid-19 vaccine, has faced legal challenges, despite the high vaccination rate of service members.
A federal judge in Georgia ruled this week that an anonymous Air Force officer who was denied a religious exemption does not have to receive a Covid-19 vaccine because of her religious beliefs.
Judge Tilman Self ruled that the mandate violated the officer’s religious freedoms. “What real interest can our military leaders have in furthering a requirement that violates the very document they swore to support and defend?” Self wrote in his order.
While the ruling only applies to the one officer who filed the lawsuit, the order in her favor could encourage other challenges to the vaccine mandate.
In a separate, ongoing federal case in Texas, a judge ruled that the Navy could not take adverse actions or punish a group of 35 Navy SEALS who claimed a religious exemption from the requirement.
Meanwhile, a number of Republican governors have challenged the mandate for the National Guard, asserting that they are the commanders of the state units, not the federal government. Defense Secretary Lloyd Austin dismissed those objections, arguing they do not negate the need for what he has long considered an important military medical readiness requirement.
These cases remain the exception. The active duty military, composed of more than 1.3 million service members, is more than 97% vaccinated, while the total force, including reserves and the National Guard, is approximately 90% vaccinated.
Marines have requested a total of 3,595 religious exemptions, according to the latest data from the Marine Corps. As of this week, 640 Marines have been separated from the service for refusing the lawful order to receive a vaccine.
The Air Force has approved a total of nine exemptions and rejected 3,381. Another 2,664 requests are still pending. The Air Force has separated 160 service members for refusing the vaccine.
The Navy has received 3,369 religious exemption requests, but none have been approved, according to data released by the service. A total of 247 active duty sailors and one reserve sailor have been separated for refusing the vaccine. There were another 22 entry-level separations for those refusing the vaccine within their first 180 days of active duty.
The Army has received 3,088 religious exemptions requests and granted zero of them. The Army only recently put into place its separation policy and has not yet discharged anyone for refusing the vaccine, according to the latest data.",en,"US Military has approved religious exemptions to vaccine mandate for 15 service members out of 16,000 requests",LEFT,MIXED,MEDIUM CREDIBILITY,,
